pins,frequency,level
9802,90,difficult
9819,90,difficult
9830,90,difficult
9873,90,difficult
9902,90,difficult
9917,90,difficult
9918,90,difficult
9924,90,difficult
9965,90,difficult
9997,90,difficult
39,89,difficult
46,89,difficult
236,89,difficult
254,89,difficult
260,89,difficult
297,89,difficult
332,89,difficult
336,89,difficult
432,89,difficult
440,89,difficult
539,89,difficult
582,89,difficult
661,89,difficult
667,89,difficult
754,89,difficult
769,89,difficult
788,89,difficult
790,89,difficult
935,89,difficult
943,89,difficult
951,89,difficult
962,89,difficult
1660,89,difficult
1738,89,difficult
1751,89,difficult
1843,89,difficult
2043,89,difficult
2194,89,difficult
2392,89,difficult
2593,89,difficult
2681,89,difficult
2699,89,difficult
2786,89,difficult
2845,89,difficult
2865,89,difficult
2872,89,difficult
2874,89,difficult
2889,89,difficult
2915,89,difficult
2938,89,difficult
2953,89,difficult
2966,89,difficult
3019,89,difficult
3048,89,difficult
3054,89,difficult
3071,89,difficult
3079,89,difficult
3099,89,difficult
3148,89,difficult
3189,89,difficult
3193,89,difficult
3274,89,difficult
3395,89,difficult
3396,89,difficult
3503,89,difficult
3527,89,difficult
3558,89,difficult
3574,89,difficult
3582,89,difficult
3586,89,difficult
3706,89,difficult
3736,89,difficult
3758,89,difficult
3764,89,difficult
3836,89,difficult
3893,89,difficult
3924,89,difficult
3962,89,difficult
4014,89,difficult
4016,89,difficult
4087,89,difficult
4134,89,difficult
4139,89,difficult
4166,89,difficult
4175,89,difficult
4181,89,difficult
4203,89,difficult
4230,89,difficult
4254,89,difficult
4271,89,difficult
4283,89,difficult
4293,89,difficult
4327,89,difficult
4353,89,difficult
4373,89,difficult
4377,89,difficult
4429,89,difficult
4509,89,difficult
4538,89,difficult
4602,89,difficult
4625,89,difficult
4667,89,difficult
4697,89,difficult
4698,89,difficult
4707,89,difficult
4734,89,difficult
4744,89,difficult
4749,89,difficult
4752,89,difficult
4779,89,difficult
4796,89,difficult
4802,89,difficult
4804,89,difficult
4822,89,difficult
4840,89,difficult
4845,89,difficult
4857,89,difficult
4875,89,difficult
4885,89,difficult
4902,89,difficult
4919,89,difficult
4924,89,difficult
4966,89,difficult
4969,89,difficult
4974,89,difficult
5049,89,difficult
5059,89,difficult
5079,89,difficult
5106,89,difficult
5281,89,difficult
5290,89,difficult
5329,89,difficult
5381,89,difficult
5427,89,difficult
5670,89,difficult
5680,89,difficult
5724,89,difficult
5730,89,difficult
5797,89,difficult
5805,89,difficult
5848,89,difficult
5855,89,difficult
5890,89,difficult
5914,89,difficult
5961,89,difficult
6002,89,difficult
6004,89,difficult
6046,89,difficult
6088,89,difficult
6129,89,difficult
6130,89,difficult
6147,89,difficult
6177,89,difficult
6190,89,difficult
6201,89,difficult
6215,89,difficult
6219,89,difficult
6233,89,difficult
6236,89,difficult
6287,89,difficult
6293,89,difficult
6315,89,difficult
6319,89,difficult
6339,89,difficult
6387,89,difficult
6392,89,difficult
6433,89,difficult
6444,89,difficult
6445,89,difficult
6489,89,difficult
6507,89,difficult
6524,89,difficult
6579,89,difficult
6589,89,difficult
6605,89,difficult
6613,89,difficult
6618,89,difficult
6632,89,difficult
6648,89,difficult
6684,89,difficult
6811,89,difficult
6820,89,difficult
6872,89,difficult
6881,89,difficult
6887,89,difficult
6922,89,difficult
6925,89,difficult
7008,89,difficult
7058,89,difficult
7067,89,difficult
7122,89,difficult
7125,89,difficult
7154,89,difficult
7158,89,difficult
7163,89,difficult
7199,89,difficult
7222,89,difficult
7237,89,difficult
7240,89,difficult
7259,89,difficult
7289,89,difficult
7342,89,difficult
7351,89,difficult
7379,89,difficult
7390,89,difficult
7481,89,difficult
7523,89,difficult
7528,89,difficult
7555,89,difficult
7561,89,difficult
7569,89,difficult
7630,89,difficult
7653,89,difficult
7684,89,difficult
7748,89,difficult
7753,89,difficult
7791,89,difficult
7794,89,difficult
7809,89,difficult
7819,89,difficult
7847,89,difficult
7900,89,difficult
7905,89,difficult
7922,89,difficult
7923,89,difficult
7983,89,difficult
7984,89,difficult
8098,89,difficult
8106,89,difficult
8135,89,difficult
8147,89,difficult
8214,89,difficult
8248,89,difficult
8298,89,difficult
8372,89,difficult
8405,89,difficult
8407,89,difficult
8416,89,difficult
8474,89,difficult
8537,89,difficult
8559,89,difficult
8564,89,difficult
8574,89,difficult
8716,89,difficult
8731,89,difficult
8745,89,difficult
8771,89,difficult
8816,89,difficult
8871,89,difficult
8873,89,difficult
9024,89,difficult
9101,89,difficult
9113,89,difficult
9122,89,difficult
9180,89,difficult
9204,89,difficult
9254,89,difficult
9349,89,difficult
9401,89,difficult
9424,89,difficult
9452,89,difficult
9458,89,difficult
9481,89,difficult
9502,89,difficult
9547,89,difficult
9584,89,difficult
9634,89,difficult
9742,89,difficult
9750,89,difficult
9760,89,difficult
9792,89,difficult
9886,89,difficult
9931,89,difficult
9994,89,difficult
37,88,difficult
50,88,difficult
59,88,difficult
86,88,difficult
161,88,difficult
163,88,difficult
178,88,difficult
198,88,difficult
252,88,difficult
275,88,difficult
276,88,difficult
339,88,difficult
375,88,difficult
391,88,difficult
457,88,difficult
459,88,difficult
462,88,difficult
474,88,difficult
489,88,difficult
533,88,difficult
561,88,difficult
562,88,difficult
563,88,difficult
570,88,difficult
586,88,difficult
587,88,difficult
599,88,difficult
668,88,difficult
846,88,difficult
958,88,difficult
1494,88,difficult
1496,88,difficult
1646,88,difficult
1656,88,difficult
1698,88,difficult
1749,88,difficult
1762,88,difficult
1796,88,difficult
2053,88,difficult
2098,88,difficult
2397,88,difficult
2553,88,difficult
2732,88,difficult
2734,88,difficult
2743,88,difficult
2770,88,difficult
2796,88,difficult
2926,88,difficult
2945,88,difficult
2978,88,difficult
3037,88,difficult
3153,88,difficult
3195,88,difficult
3252,88,difficult
3381,88,difficult
3473,88,difficult
3563,88,difficult
3573,88,difficult
3593,88,difficult
3602,88,difficult
3675,88,difficult
3676,88,difficult
3677,88,difficult
3779,88,difficult
3795,88,difficult
3806,88,difficult
3828,88,difficult
3853,88,difficult
3863,88,difficult
3892,88,difficult
3910,88,difficult
3937,88,difficult
3941,88,difficult
3946,88,difficult
3977,88,difficult
4103,88,difficult
4104,88,difficult
4136,88,difficult
4146,88,difficult
4153,88,difficult
4270,88,difficult
4347,88,difficult
4367,88,difficult
4388,88,difficult
4393,88,difficult
4430,88,difficult
4438,88,difficult
4505,88,difficult
4594,88,difficult
4609,88,difficult
4614,88,difficult
4616,88,difficult
4621,88,difficult
4633,88,difficult
4670,88,difficult
4709,88,difficult
4723,88,difficult
4741,88,difficult
4758,88,difficult
4773,88,difficult
4783,88,difficult
4786,88,difficult
4824,88,difficult
4835,88,difficult
4846,88,difficult
4872,88,difficult
4873,88,difficult
4883,88,difficult
4908,88,difficult
4980,88,difficult
5046,88,difficult
5127,88,difficult
5161,88,difficult
5187,88,difficult
5332,88,difficult
5341,88,difficult
5350,88,difficult
5368,88,difficult
5409,88,difficult
5430,88,difficult
5518,88,difficult
5530,88,difficult
5547,88,difficult
5573,88,difficult
5609,88,difficult
5662,88,difficult
5736,88,difficult
5779,88,difficult
5828,88,difficult
5849,88,difficult
5851,88,difficult
5867,88,difficult
5875,88,difficult
5884,88,difficult
5886,88,difficult
5922,88,difficult
5998,88,difficult
6030,88,difficult
6083,88,difficult
6107,88,difficult
6118,88,difficult
6143,88,difficult
6181,88,difficult
6184,88,difficult
6188,88,difficult
6198,88,difficult
6257,88,difficult
6263,88,difficult
6274,88,difficult
6282,88,difficult
6294,88,difficult
6317,88,difficult
6337,88,difficult
6418,88,difficult
6432,88,difficult
6477,88,difficult
6483,88,difficult
6515,88,difficult
6520,88,difficult
6563,88,difficult
6583,88,difficult
6587,88,difficult
6593,88,difficult
6599,88,difficult
6604,88,difficult
6616,88,difficult
6630,88,difficult
6672,88,difficult
6773,88,difficult
6812,88,difficult
6814,88,difficult
6858,88,difficult
6932,88,difficult
6992,88,difficult
7075,88,difficult
7086,88,difficult
7119,88,difficult
7161,88,difficult
7170,88,difficult
7197,88,difficult
7206,88,difficult
7231,88,difficult
7258,88,difficult
7278,88,difficult
7328,88,difficult
7407,88,difficult
7492,88,difficult
7503,88,difficult
7564,88,difficult
7614,88,difficult
7660,88,difficult
7672,88,difficult
7728,88,difficult
7732,88,difficult
7760,88,difficult
7790,88,difficult
7803,88,difficult
7815,88,difficult
7844,88,difficult
7851,88,difficult
7855,88,difficult
7916,88,difficult
7918,88,difficult
7933,88,difficult
7973,88,difficult
8050,88,difficult
8053,88,difficult
8079,88,difficult
8145,88,difficult
8177,88,difficult
8198,88,difficult
8235,88,difficult
8241,88,difficult
8253,88,difficult
8274,88,difficult
8303,88,difficult
8327,88,difficult
8337,88,difficult
8400,88,difficult
8445,88,difficult
8526,88,difficult
8580,88,difficult
8607,88,difficult
8627,88,difficult
8670,88,difficult
8806,88,difficult
8882,88,difficult
8895,88,difficult
9029,88,difficult
9093,88,difficult
9120,88,difficult
9158,88,difficult
9177,88,difficult
9181,88,difficult
9215,88,difficult
9219,88,difficult
9256,88,difficult
9294,88,difficult
9299,88,difficult
9365,88,difficult
9377,88,difficult
9389,88,difficult
9412,88,difficult
9421,88,difficult
9462,88,difficult
9464,88,difficult
9465,88,difficult
9491,88,difficult
9496,88,difficult
9560,88,difficult
9599,88,difficult
9604,88,difficult
9622,88,difficult
9658,88,difficult
9796,88,difficult
9798,88,difficult
9803,88,difficult
9848,88,difficult
9885,88,difficult
9972,88,difficult
9983,88,difficult
40,87,difficult
43,87,difficult
151,87,difficult
164,87,difficult
244,87,difficult
284,87,difficult
285,87,difficult
289,87,difficult
290,87,difficult
360,87,difficult
370,87,difficult
552,87,difficult
554,87,difficult
566,87,difficult
669,87,difficult
688,87,difficult
695,87,difficult
798,87,difficult
877,87,difficult
882,87,difficult
939,87,difficult
2081,87,difficult
2293,87,difficult
2494,87,difficult
2594,87,difficult
2597,87,difficult
2655,87,difficult
2696,87,difficult
2735,87,difficult
2782,87,difficult
2854,87,difficult
2860,87,difficult
2896,87,difficult
2897,87,difficult
2944,87,difficult
2949,87,difficult
2970,87,difficult
2991,87,difficult
3039,87,difficult
3051,87,difficult
3064,87,difficult
3084,87,difficult
3196,87,difficult
3273,87,difficult
3290,87,difficult
3392,87,difficult
3448,87,difficult
3494,87,difficult
3598,87,difficult
3607,87,difficult
3620,87,difficult
3655,87,difficult
3664,87,difficult
3731,87,difficult
3735,87,difficult
3745,87,difficult
3784,87,difficult
3793,87,difficult
3829,87,difficult
3851,87,difficult
3860,87,difficult
3874,87,difficult
3895,87,difficult
3922,87,difficult
3949,87,difficult
3963,87,difficult
3979,87,difficult
4068,87,difficult
4072,87,difficult
4140,87,difficult
4173,87,difficult
4189,87,difficult
4241,87,difficult
4275,87,difficult
4281,87,difficult
4317,87,difficult
4336,87,difficult
4348,87,difficult
4379,87,difficult
4380,87,difficult
4391,87,difficult
4395,87,difficult
4435,87,difficult
4476,87,difficult
4529,87,difficult
4553,87,difficult
4681,87,difficult
4683,87,difficult
4687,87,difficult
4739,87,difficult
4755,87,difficult
4756,87,difficult
4770,87,difficult
4793,87,difficult
4810,87,difficult
4818,87,difficult
4819,87,difficult
4831,87,difficult
4838,87,difficult
4841,87,difficult
4890,87,difficult
4896,87,difficult
4912,87,difficult
4914,87,difficult
4954,87,difficult
4964,87,difficult
5037,87,difficult
5075,87,difficult
5167,87,difficult
5173,87,difficult
5198,87,difficult
5313,87,difficult
5343,87,difficult
5443,87,difficult
5499,87,difficult
5532,87,difficult
5672,87,difficult
5719,87,difficult
5741,87,difficult
5753,87,difficult
5951,87,difficult
5971,87,difficult
5981,87,difficult
6124,87,difficult
6144,87,difficult
6148,87,difficult
6171,87,difficult
6241,87,difficult
6243,87,difficult
6268,87,difficult
6374,87,difficult
6401,87,difficult
6442,87,difficult
6493,87,difficult
6509,87,difficult
6568,87,difficult
6584,87,difficult
6621,87,difficult
6631,87,difficult
6692,87,difficult
6743,87,difficult
6750,87,difficult
6754,87,difficult
6766,87,difficult
6808,87,difficult
6809,87,difficult
6815,87,difficult
6839,87,difficult
6855,87,difficult
6875,87,difficult
6894,87,difficult
6921,87,difficult
6928,87,difficult
6933,87,difficult
6951,87,difficult
6983,87,difficult
6998,87,difficult
7014,87,difficult
7029,87,difficult
7030,87,difficult
7069,87,difficult
7073,87,difficult
7078,87,difficult
7096,87,difficult
7098,87,difficult
7159,87,difficult
7166,87,difficult
7217,87,difficult
7292,87,difficult
7361,87,difficult
7371,87,difficult
7402,87,difficult
7408,87,difficult
7426,87,difficult
7513,87,difficult
7553,87,difficult
7567,87,difficult
7649,87,difficult
7651,87,difficult
7657,87,difficult
7688,87,difficult
7706,87,difficult
7793,87,difficult
7825,87,difficult
7833,87,difficult
7848,87,difficult
7886,87,difficult
8140,87,difficult
8159,87,difficult
8164,87,difficult
8215,87,difficult
8231,87,difficult
8243,87,difficult
8266,87,difficult
8269,87,difficult
8320,87,difficult
8393,87,difficult
8403,87,difficult
8503,87,difficult
8506,87,difficult
8507,87,difficult
8508,87,difficult
8547,87,difficult
8600,87,difficult
8616,87,difficult
8645,87,difficult
8664,87,difficult
8672,87,difficult
8676,87,difficult
8691,87,difficult
8713,87,difficult
8770,87,difficult
8786,87,difficult
8793,87,difficult
8802,87,difficult
8913,87,difficult
8916,87,difficult
8933,87,difficult
8971,87,difficult
8979,87,difficult
8980,87,difficult
8992,87,difficult
8994,87,difficult
9019,87,difficult
9031,87,difficult
9041,87,difficult
9077,87,difficult
9147,87,difficult
9153,87,difficult
9187,87,difficult
9199,87,difficult
9202,87,difficult
9221,87,difficult
9226,87,difficult
9238,87,difficult
9422,87,difficult
9439,87,difficult
9455,87,difficult
9490,87,difficult
9542,87,difficult
9559,87,difficult
9585,87,difficult
9597,87,difficult
9614,87,difficult
9635,87,difficult
9652,87,difficult
9672,87,difficult
9691,87,difficult
9705,87,difficult
9810,87,difficult
9903,87,difficult
9904,87,difficult
9956,87,difficult
9961,87,difficult
9963,87,difficult
9971,87,difficult
58,86,difficult
84,86,difficult
193,86,difficult
268,86,difficult
291,86,difficult
335,86,difficult
367,86,difficult
383,86,difficult
398,86,difficult
458,86,difficult
469,86,difficult
759,86,difficult
772,86,difficult
787,86,difficult
841,86,difficult
848,86,difficult
850,86,difficult
868,86,difficult
873,86,difficult
876,86,difficult
896,86,difficult
1694,86,difficult
1752,86,difficult
1794,86,difficult
1795,86,difficult
2087,86,difficult
2638,86,difficult
2651,86,difficult
2682,86,difficult
2697,86,difficult
2741,86,difficult
2749,86,difficult
2761,86,difficult
2764,86,difficult
2765,86,difficult
2797,86,difficult
2844,86,difficult
2863,86,difficult
2870,86,difficult
2954,86,difficult
2963,86,difficult
2971,86,difficult
2997,86,difficult
3043,86,difficult
3057,86,difficult
3061,86,difficult
3074,86,difficult
3082,86,difficult
3194,86,difficult
3483,86,difficult
3583,86,difficult
3657,86,difficult
3694,86,difficult
3769,86,difficult
3770,86,difficult
3788,86,difficult
3799,86,difficult
3820,86,difficult
3844,86,difficult
3867,86,difficult
3876,86,difficult
3886,86,difficult
3908,86,difficult
3916,86,difficult
3917,86,difficult
3989,86,difficult
3996,86,difficult
4006,86,difficult
4031,86,difficult
4032,86,difficult
4036,86,difficult
4057,86,difficult
4149,86,difficult
4158,86,difficult
4192,86,difficult
4198,86,difficult
4246,86,difficult
4261,86,difficult
4294,86,difficult
4303,86,difficult
4306,86,difficult
4375,86,difficult
4385,86,difficult
4436,86,difficult
4491,86,difficult
4559,86,difficult
4592,86,difficult
4606,86,difficult
4626,86,difficult
4640,86,difficult
4651,86,difficult
4668,86,difficult
4716,86,difficult
4727,86,difficult
4780,86,difficult
4834,86,difficult
4871,86,difficult
4877,86,difficult
4889,86,difficult
4915,86,difficult
4952,86,difficult
4960,86,difficult
4971,86,difficult
4976,86,difficult
5048,86,difficult
5078,86,difficult
5183,86,difficult
5190,86,difficult
5249,86,difficult
5267,86,difficult
5303,86,difficult
5364,86,difficult
5371,86,difficult
5448,86,difficult
5449,86,difficult
5473,86,difficult
5527,86,difficult
5692,86,difficult
5701,86,difficult
5722,86,difficult
5772,86,difficult
5784,86,difficult
5802,86,difficult
5813,86,difficult
5814,86,difficult
5870,86,difficult
5883,86,difficult
5907,86,difficult
5924,86,difficult
5941,86,difficult
5945,86,difficult
5952,86,difficult
5965,86,difficult
5968,86,difficult
5975,86,difficult
5991,86,difficult
6003,86,difficult
6067,86,difficult
6070,86,difficult
6105,86,difficult
6117,86,difficult
6136,86,difficult
6153,86,difficult
6158,86,difficult
6168,86,difficult
6175,86,difficult
6204,86,difficult
6217,86,difficult
6273,86,difficult
6302,86,difficult
6305,86,difficult
6314,86,difficult
6334,86,difficult
6352,86,difficult
6354,86,difficult
6381,86,difficult
6383,86,difficult
6443,86,difficult
6457,86,difficult
6494,86,difficult
6510,86,difficult
6549,86,difficult
6627,86,difficult
6657,86,difficult
6693,86,difficult
6733,86,difficult
6790,86,difficult
6828,86,difficult
6832,86,difficult
6840,86,difficult
6848,86,difficult
6926,86,difficult
6930,86,difficult
6934,86,difficult
6944,86,difficult
6960,86,difficult
6973,86,difficult
6990,86,difficult
7034,86,difficult
7126,86,difficult
7135,86,difficult
7143,86,difficult
7146,86,difficult
7156,86,difficult
7195,86,difficult
7204,86,difficult
7223,86,difficult
7224,86,difficult
7225,86,difficult
7229,86,difficult
7233,86,difficult
7247,86,difficult
7253,86,difficult
7254,86,difficult
7264,86,difficult
7268,86,difficult
7270,86,difficult
7308,86,difficult
7309,86,difficult
7320,86,difficult
7331,86,difficult
7357,86,difficult
7359,86,difficult
7372,86,difficult
7464,86,difficult
7507,86,difficult
7563,86,difficult
7582,86,difficult
7584,86,difficult
7594,86,difficult
7627,86,difficult
7675,86,difficult
7680,86,difficult
7697,86,difficult
7729,86,difficult
7752,86,difficult
7806,86,difficult
7826,86,difficult
7839,86,difficult
7863,86,difficult
7885,86,difficult
7914,86,difficult
7934,86,difficult
7936,86,difficult
7995,86,difficult
8019,86,difficult
8031,86,difficult
8042,86,difficult
8060,86,difficult
8169,86,difficult
8170,86,difficult
8178,86,difficult
8208,86,difficult
8217,86,difficult
8236,86,difficult
8265,86,difficult
8271,86,difficult
8292,86,difficult
8307,86,difficult
8308,86,difficult
8322,86,difficult
8358,86,difficult
8408,86,difficult
8415,86,difficult
8444,86,difficult
8457,86,difficult
8527,86,difficult
8533,86,difficult
8534,86,difficult
8535,86,difficult
8581,86,difficult
8583,86,difficult
8604,86,difficult
8618,86,difficult
8626,86,difficult
8651,86,difficult
8654,86,difficult
8660,86,difficult
8667,86,difficult
8692,86,difficult
8742,86,difficult
8815,86,difficult
8836,86,difficult
8856,86,difficult
8863,86,difficult
8914,86,difficult
8931,86,difficult
8934,86,difficult
8965,86,difficult
8978,86,difficult
9070,86,difficult
9083,86,difficult
9092,86,difficult
9133,86,difficult
9135,86,difficult
9150,86,difficult
9154,86,difficult
9175,86,difficult
9196,86,difficult
9232,86,difficult
9250,86,difficult
9255,86,difficult
9286,86,difficult
9303,86,difficult
9331,86,difficult
9354,86,difficult
9400,86,difficult
9427,86,difficult
9463,86,difficult
9474,86,difficult
9478,86,difficult
9479,86,difficult
9531,86,difficult
9563,86,difficult
9568,86,difficult
9591,86,difficult
9618,86,difficult
9662,86,difficult
9678,86,difficult
9689,86,difficult
9700,86,difficult
9761,86,difficult
9855,86,difficult
9929,86,difficult
9985,86,difficult
176,85,difficult
262,85,difficult
263,85,difficult
470,85,difficult
475,85,difficult
483,85,difficult
491,85,difficult
540,85,difficult
573,85,difficult
594,85,difficult
634,85,difficult
640,85,difficult
776,85,difficult
782,85,difficult
799,85,difficult
1859,85,difficult
2742,85,difficult
2746,85,difficult
2753,85,difficult
2895,85,difficult
2923,85,difficult
2936,85,difficult
2947,85,difficult
2948,85,difficult
2958,85,difficult
3047,85,difficult
3085,85,difficult
3495,85,difficult
3506,85,difficult
3530,85,difficult
3584,85,difficult
3603,85,difficult
3687,85,difficult
3720,85,difficult
3734,85,difficult
3753,85,difficult
3765,85,difficult
3767,85,difficult
3781,85,difficult
3864,85,difficult
3870,85,difficult
3885,85,difficult
3889,85,difficult
3948,85,difficult
4047,85,difficult
4054,85,difficult
4084,85,difficult
4099,85,difficult
4137,85,difficult
4191,85,difficult
4197,85,difficult
4199,85,difficult
4238,85,difficult
4340,85,difficult
4359,85,difficult
4397,85,difficult
4496,85,difficult
4498,85,difficult
4574,85,difficult
4608,85,difficult
4639,85,difficult
4641,85,difficult
4661,85,difficult
4708,85,difficult
4740,85,difficult
4746,85,difficult
4754,85,difficult
4762,85,difficult
4816,85,difficult
4828,85,difficult
4925,85,difficult
4942,85,difficult
4947,85,difficult
4953,85,difficult
4988,85,difficult
4992,85,difficult
5009,85,difficult
5069,85,difficult
5072,85,difficult
5119,85,difficult
5207,85,difficult
5238,85,difficult
5278,85,difficult
5287,85,difficult
5490,85,difficult
5653,85,difficult
5684,85,difficult
5695,85,difficult
5699,85,difficult
5717,85,difficult
5773,85,difficult
5807,85,difficult
5815,85,difficult
5845,85,difficult
5853,85,difficult
5872,85,difficult
5893,85,difficult
5917,85,difficult
5926,85,difficult
5943,85,difficult
6016,85,difficult
6135,85,difficult
6146,85,difficult
6156,85,difficult
6174,85,difficult
6205,85,difficult
6216,85,difficult
6259,85,difficult
6260,85,difficult
6322,85,difficult
6327,85,difficult
6347,85,difficult
6378,85,difficult
6402,85,difficult
6475,85,difficult
6558,85,difficult
6603,85,difficult
6617,85,difficult
6635,85,difficult
6691,85,difficult
6718,85,difficult
6742,85,difficult
6779,85,difficult
6847,85,difficult
6899,85,difficult
6917,85,difficult
6941,85,difficult
6948,85,difficult
6962,85,difficult
6995,85,difficult
7028,85,difficult
7031,85,difficult
7055,85,difficult
7074,85,difficult
7092,85,difficult
7107,85,difficult
7160,85,difficult
7180,85,difficult
7230,85,difficult
7251,85,difficult
7281,85,difficult
7299,85,difficult
7315,85,difficult
7317,85,difficult
7323,85,difficult
7353,85,difficult
7380,85,difficult
7432,85,difficult
7459,85,difficult
7514,85,difficult
7560,85,difficult
7568,85,difficult
7571,85,difficult
7589,85,difficult
7609,85,difficult
7615,85,difficult
7735,85,difficult
7750,85,difficult
7754,85,difficult
7764,85,difficult
7828,85,difficult
7842,85,difficult
7875,85,difficult
7906,85,difficult
7925,85,difficult
7940,85,difficult
7955,85,difficult
7974,85,difficult
8026,85,difficult
8160,85,difficult
8163,85,difficult
8173,85,difficult
8197,85,difficult
8232,85,difficult
8233,85,difficult
8299,85,difficult
8309,85,difficult
8315,85,difficult
8323,85,difficult
8330,85,difficult
8370,85,difficult
8375,85,difficult
8379,85,difficult
8386,85,difficult
8446,85,difficult
8458,85,difficult
8465,85,difficult
8490,85,difficult
8529,85,difficult
8674,85,difficult
8703,85,difficult
8719,85,difficult
8720,85,difficult
8727,85,difficult
8733,85,difficult
8827,85,difficult
8872,85,difficult
8918,85,difficult
8930,85,difficult
8966,85,difficult
9027,85,difficult
9079,85,difficult
9144,85,difficult
9146,85,difficult
9168,85,difficult
9231,85,difficult
9251,85,difficult
9301,85,difficult
9315,85,difficult
9323,85,difficult
9335,85,difficult
9417,85,difficult
9420,85,difficult
9453,85,difficult
9484,85,difficult
9516,85,difficult
9517,85,difficult
9522,85,difficult
9657,85,difficult
9714,85,difficult
9832,85,difficult
173,84,difficult
181,84,difficult
186,84,difficult
277,84,difficult
280,84,difficult
295,84,difficult
448,84,difficult
547,84,difficult
572,84,difficult
578,84,difficult
585,84,difficult
633,84,difficult
642,84,difficult
682,84,difficult
698,84,difficult
753,84,difficult
755,84,difficult
785,84,difficult
838,84,difficult
883,84,difficult
893,84,difficult
966,84,difficult
2672,84,difficult
2943,84,difficult
2983,84,difficult
2994,84,difficult
3038,84,difficult
3097,84,difficult
3174,84,difficult
3263,84,difficult
3346,84,difficult
3487,84,difficult
3491,84,difficult
3604,84,difficult
3671,84,difficult
3674,84,difficult
3759,84,difficult
3782,84,difficult
3805,84,difficult
3830,84,difficult
3847,84,difficult
3856,84,difficult
3878,84,difficult
3881,84,difficult
3882,84,difficult
3909,84,difficult
3913,84,difficult
3921,84,difficult
3930,84,difficult
3959,84,difficult
3961,84,difficult
3969,84,difficult
3985,84,difficult
4071,84,difficult
4074,84,difficult
4090,84,difficult
4098,84,difficult
4165,84,difficult
4287,84,difficult
4289,84,difficult
4298,84,difficult
4349,84,difficult
4366,84,difficult
4399,84,difficult
4463,84,difficult
4479,84,difficult
4503,84,difficult
4627,84,difficult
4635,84,difficult
4702,84,difficult
4870,84,difficult
4903,84,difficult
4955,84,difficult
4961,84,difficult
4998,84,difficult
5065,84,difficult
5081,84,difficult
5109,84,difficult
5148,84,difficult
5179,84,difficult
5273,84,difficult
5383,84,difficult
5493,84,difficult
5540,84,difficult
5597,84,difficult
5605,84,difficult
5636,84,difficult
5638,84,difficult
5721,84,difficult
5744,84,difficult
5979,84,difficult
6014,84,difficult
6090,84,difficult
6132,84,difficult
6176,84,difficult
6195,84,difficult
6267,84,difficult
6281,84,difficult
6330,84,difficult
6332,84,difficult
6375,84,difficult
6409,84,difficult
6416,84,difficult
6450,84,difficult
6451,84,difficult
6459,84,difficult
6479,84,difficult
6522,84,difficult
6564,84,difficult
6597,84,difficult
6615,84,difficult
6628,84,difficult
6641,84,difficult
6646,84,difficult
6651,84,difficult
6659,84,difficult
6722,84,difficult
6741,84,difficult
6794,84,difficult
6897,84,difficult
6903,84,difficult
7044,84,difficult
7062,84,difficult
7181,84,difficult
7193,84,difficult
7267,84,difficult
7297,84,difficult
7307,84,difficult
7322,84,difficult
7347,84,difficult
7429,84,difficult
7431,84,difficult
7537,84,difficult
7581,84,difficult
7686,84,difficult
7746,84,difficult
7763,84,difficult
7814,84,difficult
7832,84,difficult
7871,84,difficult
7951,84,difficult
8075,84,difficult
8138,84,difficult
8154,84,difficult
8247,84,difficult
8249,84,difficult
8263,84,difficult
8293,84,difficult
8335,84,difficult
8340,84,difficult
8378,84,difficult
8413,84,difficult
8417,84,difficult
8428,84,difficult
8460,84,difficult
8571,84,difficult
8593,84,difficult
8613,84,difficult
8621,84,difficult
8722,84,difficult
8761,84,difficult
8762,84,difficult
8780,84,difficult
8782,84,difficult
8807,84,difficult
8894,84,difficult
8915,84,difficult
8929,84,difficult
8938,84,difficult
8945,84,difficult
8964,84,difficult
8996,84,difficult
9026,84,difficult
9044,84,difficult
9056,84,difficult
9057,84,difficult
9095,84,difficult
9096,84,difficult
9132,84,difficult
9134,84,difficult
9230,84,difficult
9234,84,difficult
9262,84,difficult
9398,84,difficult
9405,84,difficult
9428,84,difficult
9444,84,difficult
9476,84,difficult
9499,84,difficult
9558,84,difficult
9601,84,difficult
9638,84,difficult
9649,84,difficult
9654,84,difficult
9704,84,difficult
9707,84,difficult
9727,84,difficult
9754,84,difficult
9767,84,difficult
9776,84,difficult
9782,84,difficult
9785,84,difficult
9907,84,difficult
9913,84,difficult
9935,84,difficult
9953,84,difficult
9960,84,difficult
273,83,difficult
359,83,difficult
396,83,difficult
435,83,difficult
452,83,difficult
463,83,difficult
467,83,difficult
468,83,difficult
556,83,difficult
579,83,difficult
580,83,difficult
590,83,difficult
598,83,difficult
664,83,difficult
676,83,difficult
677,83,difficult
699,83,difficult
742,83,difficult
757,83,difficult
764,83,difficult
834,83,difficult
965,83,difficult
974,83,difficult
993,83,difficult
1693,83,difficult
1847,83,difficult
2692,83,difficult
2768,83,difficult
2857,83,difficult
2859,83,difficult
2862,83,difficult
2899,83,difficult
2924,83,difficult
2962,83,difficult
2976,83,difficult
2998,83,difficult
3059,83,difficult
3078,83,difficult
3083,83,difficult
3172,83,difficult
3482,83,difficult
3492,83,difficult
3723,83,difficult
3755,83,difficult
3861,83,difficult
3862,83,difficult
3866,83,difficult
